NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 1, Albany County, New York",1400000US36001000100,2425,31.5,721,1419,0,47,0,121,957,823,403,420,1050,642,129000,0,2241,620,16222,0,37772,1682,370,53,1426,1029,1151,145,36,001,000100
"Census Tract 2, Albany County, New York",1400000US36001000200,5605,25.3,646,4348,0,107,0,118,3017,2298,423,1875,4247,2825,219600,0,5572,2382,14257,15,25135,4156,880,72,3167,2992,2471,381,36,001,000200
"Census Tract 3, Albany County, New York",1400000US36001000300,6359,31.0,2857,2670,0,167,0,306,2764,2530,1011,1519,3838,2974,159600,0,6143,1928,18441,51,29495,5084,624,285,3440,3014,2771,705,36,001,000300
"Census Tract 4.01, Albany County, New York",1400000US36001000401,2411,67.2,2127,203,17,21,0,0,1133,1056,649,407,639,418,163700,0,1872,113,39158,33,66987,1734,445,48,1038,922,925,585,36,001,000401
"Census Tract 4.03, Albany County, New York",1400000US36001000403,4389,33.8,3192,489,32,572,0,51,2448,2163,1047,1116,2271,1703,210000,0,4389,975,32616,42,56210,3104,567,1,3346,2519,2591,1527,36,001,000403
"Census Tract 4.04, Albany County, New York",1400000US36001000404,4979,19.6,3564,683,18,405,0,121,10,10,10,0,0,0,1000001,10,10,0,3036,0,-666666666,3886,531,72,4923,4013,155,31,36,001,000404
"Census Tract 5.01, Albany County, New York",1400000US36001000501,3555,32.7,1915,947,157,123,0,58,1771,1597,306,1291,2720,1469,160100,12,3411,1349,14200,1,23760,2576,571,97,2352,2148,1836,432,36,001,000501
"Census Tract 5.02, Albany County, New York",1400000US36001000502,3885,21.4,2659,407,0,294,0,162,1004,829,290,539,987,770,163200,0,1742,317,14265,35,40574,3036,413,56,3490,2954,1041,460,36,001,000502
"Census Tract 6, Albany County, New York",1400000US36001000600,3676,23.2,1651,1459,61,244,0,207,1656,1267,143,1124,3013,2735,79100,0,3676,1944,13260,0,17623,2556,402,91,2806,2238,1394,314,36,001,000600
"Census Tract 7, Albany County, New York",1400000US36001000700,4306,27.7,609,3185,61,0,0,284,2105,1478,454,1024,3150,1941,100000,0,4306,1637,13107,0,31729,2958,718,104,2531,2083,1965,214,36,001,000700
