NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 301.01, Adams County, Pennsylvania",1400000US42001030101,2594,42.0,2502,12,0,0,0,72,1016,922,830,92,233,115,207200,0,2594,87,27733,6,68036,2065,436,11,1652,1555,1519,323,42,001,030101
"Census Tract 301.02, Adams County, Pennsylvania",1400000US42001030102,5746,41.3,5469,35,0,0,0,222,2472,2223,1923,300,793,639,198900,23,5746,295,32350,85,61646,3711,1740,15,3735,3386,3293,496,42,001,030102
"Census Tract 302, Adams County, Pennsylvania",1400000US42001030200,5606,39.3,4936,63,51,29,0,380,2148,2096,1582,514,1466,1065,177000,7,5549,395,22672,19,52639,4032,1043,34,3515,3121,3081,391,42,001,030200
"Census Tract 303, Adams County, Pennsylvania",1400000US42001030300,4127,37.8,3716,54,0,22,0,335,1634,1500,1181,319,872,331,182000,0,4119,270,23362,22,55481,2906,756,6,2569,2095,2292,378,42,001,030300
"Census Tract 304, Adams County, Pennsylvania",1400000US42001030400,5869,38.6,5241,84,35,62,0,291,2396,2261,1756,505,1136,693,200000,0,5742,610,26188,29,59076,3620,1849,73,3623,3316,3227,677,42,001,030400
"Census Tract 305, Adams County, Pennsylvania",1400000US42001030500,3601,46.1,3296,17,0,12,0,214,1592,1518,1179,339,699,459,181800,18,3594,238,29711,56,51827,2593,745,71,2287,2067,1959,343,42,001,030500
"Census Tract 306, Adams County, Pennsylvania",1400000US42001030600,4914,41.8,4360,47,0,47,0,391,1764,1740,1254,486,1323,587,215700,0,4559,602,24324,9,59550,3427,1194,123,2762,2571,2419,497,42,001,030600
"Census Tract 307, Adams County, Pennsylvania",1400000US42001030700,6779,42.0,6389,49,0,70,0,176,2857,2608,2188,420,1340,740,179100,15,6762,791,23151,17,50731,4233,2113,22,4371,3942,3736,610,42,001,030700
"Census Tract 308, Adams County, Pennsylvania",1400000US42001030800,7086,42.5,6734,122,0,42,0,96,2889,2734,2280,454,1035,574,184400,0,7062,451,25451,40,57000,5362,1509,36,4392,4208,3956,587,42,001,030800
"Census Tract 309, Adams County, Pennsylvania",1400000US42001030900,7371,40.9,6758,28,0,23,0,526,3000,2914,1810,1104,2186,1274,182400,0,7085,633,24093,35,49927,4917,2051,85,4145,3775,3629,440,42,001,030900
