NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 201, Autauga County, Alabama",1400000US01001020100,1768,40.8,1454,203,5,0,0,0,755,666,567,99,199,0,0,23,0,55,121,118400,0,1702,174,34262,27,58846,1181,539,29,1197,1160,1103,202,01,001,020100
"Census Tract 202, Autauga County, Alabama",1400000US01001020200,2167,35.7,889,1179,0,57,0,0,851,771,472,299,644,36,4,35,86,201,282,135100,0,2014,231,19276,0,42019,1624,481,12,1407,1369,1153,342,01,001,020200
"Census Tract 203, Autauga County, Alabama",1400000US01001020300,3337,35.0,2634,634,0,60,0,2,1355,1196,907,289,811,0,12,0,25,119,655,119700,0,3271,371,21479,10,43145,2131,1004,51,1963,1824,1676,276,01,001,020300
"Census Tract 204, Autauga County, Alabama",1400000US01001020400,4379,42.3,4205,102,12,0,0,15,1861,1737,1420,317,942,0,24,7,0,242,669,133200,0,4379,244,27102,30,58419,2725,1546,59,2484,2441,2105,679,01,001,020400
"Census Tract 205, Autauga County, Alabama",1400000US01001020500,10197,33.2,8264,1511,18,164,0,89,4016,3798,2398,1400,3623,0,0,0,88,352,3183,172300,33,10164,788,28000,58,68301,5501,4003,241,6173,5705,5284,2046,01,001,020500
"Census Tract 206, Autauga County, Alabama",1400000US01001020600,3453,32.6,2795,579,0,0,0,36,1373,1180,971,209,615,0,0,0,104,40,471,115100,0,3453,588,23561,26,46402,2282,1028,51,1953,1896,1668,442,01,001,020600
"Census Tract 207, Autauga County, Alabama",1400000US01001020700,2764,37.1,1943,777,0,0,0,40,1227,1107,717,390,1045,0,0,0,0,216,829,105600,0,2764,676,24731,10,35188,2036,646,11,1710,1624,1487,95,01,001,020700
"Census Tract 208.01, Autauga County, Alabama",1400000US01001020801,3102,36.9,2634,383,37,0,0,0,1062,972,903,69,258,0,0,0,0,0,258,271700,0,3102,228,31860,105,95694,2172,831,92,1926,1905,1496,498,01,001,020801
"Census Tract 208.02, Autauga County, Alabama",1400000US01001020802,10694,35.1,9047,1247,29,59,0,0,3994,3735,3206,529,1906,0,0,55,137,221,1493,154400,0,10694,911,24927,78,59149,7019,3499,109,6351,6019,5560,1252,01,001,020802
"Census Tract 209, Autauga County, Alabama",1400000US01001020900,5551,38.4,4933,532,13,26,0,0,2376,2130,1878,252,790,0,0,0,48,251,491,98100,0,5522,466,21200,0,45351,4400,1068,49,3524,3463,3115,536,01,001,020900
