NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 201, Autauga County, Alabama",1400000US01001020100,2010,40.1,1668,264,0,9,0,0,751,740,550,190,593,0,0,38,203,352,0,152300,0,0,0,2010,199,28528,9,66000,1364,579,27,1382,1319,1126,353,01,001,020100
"Census Tract 202, Autauga County, Alabama",1400000US01001020200,2196,38.7,976,1139,0,24,13,10,890,838,526,312,653,0,30,39,95,454,35,95300,0,0,7,2014,483,19497,0,41107,1835,334,8,1446,1417,1191,204,01,001,020200
"Census Tract 203, Autauga County, Alabama",1400000US01001020300,3136,38.9,2105,643,22,27,6,228,1422,1223,860,363,868,36,0,5,253,493,81,113800,0,0,0,3136,337,22439,0,51250,2057,900,52,1885,1730,1672,430,01,001,020300
"Census Tract 204, Autauga County, Alabama",1400000US01001020400,4563,42.0,3664,293,48,0,0,420,1951,1776,1440,336,831,0,0,42,290,474,25,134400,0,0,0,4563,125,24451,4,52704,2954,1384,89,2458,2161,2051,544,01,001,020400
"Census Tract 205, Autauga County, Alabama",1400000US01001020500,10529,35.2,8079,1815,0,265,0,0,4513,4289,2279,2010,4551,0,0,0,498,3056,997,178700,0,0,0,10320,998,28410,97,52463,6177,3716,224,6377,6178,5597,2747,01,001,020500
"Census Tract 206, Autauga County, Alabama",1400000US01001020600,3742,37.2,3130,514,0,0,0,30,1482,1327,1033,294,983,0,0,0,102,881,0,109100,0,0,0,3730,237,31878,91,63750,2442,1191,20,2274,2187,1949,409,01,001,020600
"Census Tract 207, Autauga County, Alabama",1400000US01001020700,3047,32.0,2621,302,3,0,0,27,1244,1167,830,337,868,0,0,160,117,470,121,93500,0,0,0,3023,573,19637,16,45234,2345,673,18,1835,1779,1441,186,01,001,020700
"Census Tract 208.01, Autauga County, Alabama",1400000US01001020801,3025,44.1,2620,301,77,0,0,0,1146,1080,879,201,720,0,0,0,127,593,0,288700,10,0,0,3025,446,34105,91,74603,2096,866,63,1735,1719,1548,565,01,001,020801
"Census Tract 208.02, Autauga County, Alabama",1400000US01001020802,10743,36.4,8879,1706,0,103,0,0,4256,3997,3290,707,2097,0,43,0,346,1257,451,160400,0,0,0,10733,1639,25515,38,61242,6971,3436,249,6537,6266,5614,1328,01,001,020802
"Census Tract 209, Autauga County, Alabama",1400000US01001020900,5912,37.0,5033,706,43,16,0,35,2270,2109,1674,435,1313,11,0,25,634,643,0,115600,0,0,0,5912,594,28275,106,44591,5023,807,31,3821,3674,3412,424,01,001,020900
"Census Tract 210, Autauga County, Alabama",1400000US01001021000,2899,41.4,2106,712,33,0,12,1,1288,1007,836,171,501,0,0,98,138,265,0,102900,0,0,0,2885,436,22481,10,49567,2533,309,19,1737,1713,1457,207,01,001,021000
"Census Tract 211, Autauga County, Alabama",1400000US01001021100,3247,41.8,1430,1801,0,0,0,13,1501,1247,1021,226,448,12,0,63,64,251,58,71000,0,9,0,3247,630,21727,22,40801,2866,379,0,2014,2000,1713,246,01,001,021100
"Census Tract 101, Baldwin County, Alabama",1400000US01003010100,4013,46.5,3180,646,132,0,0,0,2282,1480,1353,127,269,84,0,0,48,57,80,86300,16,0,26,3975,556,21839,15,45667,3177,728,53,2478,2478,1993,391,01,003,010100
"Census Tract 102, Baldwin County, Alabama",1400000US01003010200,3067,38.4,2582,369,0,0,0,19,1213,1086,837,249,764,74,0,6,161,485,38,136000,0,0,0,3067,834,20819,23,33333,2571,458,22,1767,1736,1532,140,01,003,010200
"Census Tract 103, Baldwin County, Alabama",1400000US01003010300,8079,42.0,6711,1224,50,0,0,0,3081,2628,2149,479,1640,197,32,22,47,1072,270,185300,0,0,0,7575,518,23085,98,47443,5887,2084,0,4597,4456,3727,788,01,003,010300
"Census Tract 104, Baldwin County, Alabama",1400000US01003010400,4578,39.5,4258,192,0,23,0,80,2005,1608,1328,280,771,9,7,113,165,432,45,135600,24,0,10,4556,673,26430,55,46696,2801,1635,17,2592,2550,2264,369,01,003,010400
"Census Tract 105, Baldwin County, Alabama",1400000US01003010500,5115,39.0,4327,655,21,29,0,0,1992,1705,1129,576,1396,0,11,0,317,912,156,129400,0,0,8,4508,756,23149,38,45825,3635,1369,17,2933,2902,2603,495,01,003,010500
"Census Tract 106, Baldwin County, Alabama",1400000US01003010600,3503,28.0,1074,2429,0,0,0,0,1538,1213,676,537,1663,14,0,0,151,1311,187,88900,0,0,0,3488,982,14831,20,28219,3072,415,0,1990,1974,1579,143,01,003,010600
"Census Tract 107.01, Baldwin County, Alabama",1400000US01003010701,7938,43.7,7319,266,14,45,0,236,3362,3023,2284,739,1586,0,0,163,255,1073,95,276100,12,0,0,7927,395,37252,331,74109,4066,3671,36,4478,4265,3984,2104,01,003,010701
"Census Tract 107.03, Baldwin County, Alabama",1400000US01003010703,17062,36.2,15039,880,0,284,0,94,6245,6019,4559,1460,3458,0,0,0,669,2424,365,225800,0,0,18,17007,625,36792,407,88232,7961,7992,75,10640,9823,9477,4859,01,003,010703
"Census Tract 107.04, Baldwin County, Alabama",1400000US01003010704,6004,36.5,4836,1026,0,21,0,13,2172,1884,1394,490,1769,0,0,17,386,1302,64,158500,0,0,0,6004,606,26664,60,66700,2762,2917,208,3297,3180,3075,1023,01,003,010704
"Census Tract 107.05, Baldwin County, Alabama",1400000US01003010705,9435,34.6,7284,1772,0,99,0,23,4338,3831,1825,2006,4432,18,0,27,517,3662,208,150700,14,0,0,9387,1162,27375,41,49383,4318,4579,146,6498,6389,5421,1747,01,003,010705
"Census Tract 108, Baldwin County, Alabama",1400000US01003010800,7686,43.7,5551,2041,0,11,0,59,2981,2748,1836,912,2303,115,194,240,171,1465,118,275700,29,7,30,7486,1217,33162,223,53167,5002,2566,5,4612,4556,3806,1538,01,003,010800
"Census Tract 109.03, Baldwin County, Alabama",1400000US01003010903,5953,38.2,4811,984,102,0,0,27,2029,1772,1219,553,1583,0,31,59,336,1067,90,130700,0,0,0,5163,791,18550,16,48402,3529,2253,54,3991,3856,3379,497,01,003,010903
"Census Tract 109.04, Baldwin County, Alabama",1400000US01003010904,6523,43.4,5960,119,179,14,0,156,2975,2323,1907,416,1481,0,0,0,729,752,0,130500,0,0,0,6492,1061,23646,68,48521,3656,2477,53,3906,3776,3447,353,01,003,010904
"Census Tract 109.05, Baldwin County, Alabama",1400000US01003010905,8055,39.2,7110,350,73,0,0,248,3424,3199,1981,1218,3240,2,0,85,1051,1972,130,152300,5,2,15,8045,1234,22055,56,40174,4195,3370,0,5383,4796,4509,616,01,003,010905
"Census Tract 109.06, Baldwin County, Alabama",1400000US01003010906,5272,35.8,5047,119,42,0,0,11,1812,1620,1172,448,1461,0,31,0,215,1060,155,126000,0,0,0,5144,589,17396,23,42120,3304,1723,47,2969,2770,2543,345,01,003,010906
"Census Tract 110, Baldwin County, Alabama",1400000US01003011000,3885,47.3,3397,144,244,0,0,16,1882,1517,1254,263,539,0,0,40,63,368,68,123600,0,0,0,3880,845,21590,33,34883,2499,1210,78,2499,2470,2000,328,01,003,011000
"Census Tract 111.01, Baldwin County, Alabama",1400000US01003011101,9685,44.4,9233,72,0,54,0,165,4001,3675,2964,711,2359,0,0,17,681,1443,218,217600,0,0,0,9685,576,31525,151,62825,5209,3989,162,5496,5120,5173,2328,01,003,011101
"Census Tract 111.02, Baldwin County, Alabama",1400000US01003011102,4578,41.4,4196,63,8,13,0,16,1748,1607,1433,174,465,0,0,24,66,375,0,190600,0,0,0,4578,504,27777,91,54978,2660,1818,50,2617,2558,2280,876,01,003,011102
"Census Tract 112.01, Baldwin County, Alabama",1400000US01003011201,5023,41.8,4240,615,0,159,0,0,2369,1951,1142,809,1981,0,0,11,248,1514,208,293600,27,0,0,5005,1055,41021,269,58765,2361,2529,18,2442,2355,2217,1183,01,003,011201
"Census Tract 112.02, Baldwin County, Alabama",1400000US01003011202,6085,46.5,4928,939,24,0,0,154,3059,2178,1504,674,2206,0,0,0,848,1138,220,221200,16,0,0,6000,324,33485,177,52037,3504,2243,32,3214,3102,2874,1368,01,003,011202
"Census Tract 113, Baldwin County, Alabama",1400000US01003011300,4621,44.8,4400,194,11,0,0,0,2512,1794,1423,371,1104,0,0,145,233,699,27,232400,11,31,9,4621,729,37059,175,61316,2658,1846,34,2713,2578,2407,768,01,003,011300
"Census Tract 114.01, Baldwin County, Alabama",1400000US01003011401,10021,47.6,8839,915,32,13,0,0,5218,3848,3258,590,1278,0,0,79,353,823,23,146500,0,0,4,9942,1186,24225,55,44886,5753,3984,10,5880,5554,5313,1107,01,003,011401
"Census Tract 114.03, Baldwin County, Alabama",1400000US01003011403,9933,47.4,9452,326,70,0,0,26,5728,4388,2571,1817,4026,0,0,72,382,3197,375,196500,36,0,0,9933,751,36155,356,48664,3881,5751,124,6110,5239,5677,1843,01,003,011403
"Census Tract 114.05, Baldwin County, Alabama",1400000US01003011405,4078,58.6,4004,31,0,8,0,8,7979,1836,1504,332,877,0,0,0,209,508,160,364100,75,22,9,4078,253,47688,188,67304,1888,2071,0,2194,2171,2045,911,01,003,011405
"Census Tract 114.06, Baldwin County, Alabama",1400000US01003011406,3810,35.3,3281,0,14,331,0,9,7154,1493,667,826,2300,0,0,84,355,1747,114,164400,10,0,0,3810,722,24670,27,41867,1512,1760,52,2280,1702,1774,429,01,003,011406
"Census Tract 114.07, Baldwin County, Alabama",1400000US01003011407,4970,54.5,4491,3,0,128,0,0,7058,2317,1591,726,1789,0,55,0,134,1486,114,222300,0,0,0,4961,1032,29763,110,41840,1999,2794,82,2722,2542,2431,428,01,003,011407
"Census Tract 114.08, Baldwin County, Alabama",1400000US01003011408,719,60.1,719,0,0,0,0,0,2606,293,229,64,131,0,0,0,37,94,0,280600,5,5,0,719,61,37174,18,54766,325,357,8,423,418,408,97,01,003,011408
"Census Tract 115.01, Baldwin County, Alabama",1400000US01003011501,5947,47.0,5117,602,0,73,0,119,2710,2457,1875,582,1501,0,68,30,180,1142,81,138200,28,0,0,5819,1043,23405,0,48191,2906,2856,37,3255,3103,2902,703,01,003,011501
"Census Tract 115.02, Baldwin County, Alabama",1400000US01003011502,11575,42.1,9089,1481,232,0,0,286,5894,4911,2959,1952,4576,226,0,41,2068,1716,525,161500,0,0,23,11523,2343,21110,41,39563,5959,4884,124,7079,5647,6005,974,01,003,011502
"Census Tract 116.01, Baldwin County, Alabama",1400000US01003011601,6640,37.2,6433,109,81,0,0,1,2956,2318,1618,700,2148,0,4,3,242,1818,81,165000,0,0,0,6605,1606,21086,59,39586,3563,2923,27,3983,3606,3024,610,01,003,011601
"Census Tract 116.02, Baldwin County, Alabama",1400000US01003011602,5657,57.2,5533,28,26,33,0,0,3256,2427,2264,163,419,19,7,7,80,299,7,130800,21,0,16,5657,522,27206,41,46576,1149,4321,81,2864,2805,2739,522,01,003,011602
"Census Tract 9900, Baldwin County, Alabama",1400000US01003990000,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,01,003,990000
"Census Tract 9501, Barbour County, Alabama",1400000US01005950100,3477,43.2,1790,1546,25,0,0,116,1630,1304,965,339,1134,0,0,104,243,749,38,102300,0,0,0,3465,1150,19506,0,38571,1977,1413,0,2006,1899,1777,266,01,005,950100
"Census Tract 9502, Barbour County, Alabama",1400000US01005950200,4404,39.9,1684,2655,18,1,0,9,1335,1078,738,340,674,0,45,33,364,209,23,75800,0,0,2,2827,768,13972,4,32742,3369,995,5,3327,3188,2811,203,01,005,950200
"Census Tract 9503, Barbour County, Alabama",1400000US01005950300,1657,38.0,737,873,0,0,0,38,882,626,465,161,441,28,107,13,38,255,0,75800,0,2,6,1647,595,16612,9,29911,1501,116,0,944,869,729,55,01,005,950300
"Census Tract 9504, Barbour County, Alabama",1400000US01005950400,3693,42.9,2213,1354,3,0,0,114,1422,1012,823,189,450,0,6,8,117,319,0,79700,0,0,4,2482,487,14464,7,33241,2765,832,14,2602,2437,2272,185,01,005,950400
"Census Tract 9505, Barbour County, Alabama",1400000US01005950500,3438,40.4,2133,873,0,76,0,323,1866,1280,962,318,1298,45,2,22,537,511,181,102700,0,0,0,3438,657,19391,4,38859,2171,1042,42,1775,1638,1617,235,01,005,950500
"Census Tract 9506, Barbour County, Alabama",1400000US01005950600,2003,31.0,1019,752,0,0,0,197,926,752,393,359,866,6,0,144,202,353,161,73900,0,0,0,2003,620,13709,0,27708,1369,581,15,1160,1105,894,79,01,005,950600
"Census Tract 9507, Barbour County, Alabama",1400000US01005950700,1959,35.3,767,1187,0,0,0,0,726,632,305,327,968,25,16,33,257,520,117,142100,0,0,0,1812,568,18743,15,28409,1468,491,0,1026,1001,894,243,01,005,950700
"Census Tract 9508, Barbour County, Alabama",1400000US01005950800,2195,40.9,1023,1154,0,7,0,5,1083,925,531,394,765,0,33,20,85,573,54,121300,0,0,0,2179,310,22699,8,40724,1399,739,5,1293,1266,1042,270,01,005,950800
"Census Tract 9509, Barbour County, Alabama",1400000US01005950900,3788,33.2,1064,2362,0,45,0,297,1932,1513,647,866,2147,30,18,35,577,1238,249,114900,0,0,0,3788,1080,17976,0,27027,2638,863,43,2347,2034,1952,259,01,005,950900
"Census Tract 100.01, Bibb County, Alabama",1400000US01007010001,2783,40.6,2477,168,0,14,0,0,1254,943,779,164,502,5,40,6,338,104,9,94600,0,0,0,2762,264,18273,0,44422,2377,326,25,1681,1595,1389,287,01,007,010001
"Census Tract 100.02, Bibb County, Alabama",1400000US01007010002,6562,32.0,6220,280,20,0,0,0,2577,2073,1464,609,2345,16,0,21,637,1573,98,95200,2,0,0,6534,1546,18392,5,40195,5422,938,13,4021,3798,3465,472,01,007,010002
"Census Tract 100.03, Bibb County, Alabama",1400000US01007010003,4824,45.2,3996,769,53,0,0,0,2231,1696,1480,216,835,56,0,466,238,75,0,106900,0,0,0,4824,794,26323,50,46571,4109,715,0,2949,2949,2498,496,01,007,010003
"Census Tract 100.04, Bibb County, Alabama",1400000US01007010004,8403,41.4,4677,3571,8,0,0,8,2910,2336,1396,940,2439,89,0,135,160,1682,373,97000,0,0,0,6483,786,15480,0,34046,6800,1505,37,5805,5638,5038,446,01,007,010004
"Census Tract 501.01, Blount County, Alabama",1400000US01009050101,7864,39.0,7246,299,14,8,0,211,3157,2819,1847,972,2429,15,0,167,1033,953,261,122600,0,0,0,7702,1420,20238,23,43192,6221,963,20,4616,3840,3898,523,01,009,050101
"Census Tract 501.02, Blount County, Alabama",1400000US01009050102,7202,42.7,6642,275,16,0,0,16,3047,2575,1804,771,2283,0,0,54,738,1465,26,173600,0,13,0,6951,1150,23792,77,51814,5670,873,70,3985,3277,3559,789,01,009,050102
"Census Tract 502, Blount County, Alabama",1400000US01009050200,3317,40.9,3257,6,0,2,0,16,1457,1278,1054,224,623,0,10,27,169,370,47,125100,0,0,0,3317,534,20203,0,44583,2622,475,51,1980,1744,1762,241,01,009,050200
"Census Tract 503, Blount County, Alabama",1400000US01009050300,5025,44.1,4656,14,58,0,0,141,2288,1902,1472,430,906,0,41,65,360,405,35,89200,0,0,0,5013,1132,18268,15,42381,3814,828,12,2898,2495,2496,234,01,009,050300
"Census Tract 504, Blount County, Alabama",1400000US01009050400,4689,41.3,4610,0,8,5,0,6,2047,1809,1362,447,1047,11,0,16,46,913,61,100400,8,0,0,4689,1132,19952,38,33750,3532,1054,7,2710,2647,2365,329,01,009,050400
