NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 1, Albany County, New York",1400000US36001000100,1934,38.3,450,1232,91,12,0,500,8,971,843,251,592,1308,6,28,48,362,769,95,104300,0,0,0,1934,575,19451,3,30893,1382,412,65,1123,972,980,126,36,001,000100
"Census Tract 2, Albany County, New York",1400000US36001000200,4431,34.2,620,3504,0,36,0,345,30,2826,2049,509,1540,3189,0,14,37,1132,1602,404,88200,0,0,0,4409,1460,25542,72,30208,3502,596,30,3256,3039,2535,390,36,001,000200
"Census Tract 3, Albany County, New York",1400000US36001000300,5277,37.2,2481,2008,18,175,0,254,170,2687,2324,856,1468,3423,15,50,150,576,2341,291,153300,0,0,0,5076,1550,21250,29,30068,4330,434,91,3004,2667,2447,670,36,001,000300
"Census Tract 4.01, Albany County, New York",1400000US36001000401,2377,63.8,2174,97,34,72,0,99,0,1107,1016,634,382,564,0,7,0,103,429,25,152500,0,0,0,1840,118,40575,46,74130,1848,342,58,1012,909,1012,581,36,001,000401
"Census Tract 4.03, Albany County, New York",1400000US36001000403,4819,34.2,3346,751,29,463,0,347,55,2526,2294,1124,1170,2289,41,0,0,797,1205,246,195300,0,0,0,4819,588,36406,92,59079,3204,951,58,3447,2950,2402,1403,36,001,000403
"Census Tract 4.04, Albany County, New York",1400000US36001000404,5045,19.7,3343,834,0,412,3,673,252,19,7,7,0,0,0,0,0,0,0,0,-666666666,0,0,0,7,0,2554,0,-666666666,4163,515,52,4964,3876,33,0,36,001,000404
"Census Tract 5.01, Albany County, New York",1400000US36001000501,3667,31.8,2141,1042,7,239,0,856,49,1789,1581,392,1189,2446,21,21,92,514,1353,445,142500,0,0,0,3575,844,22205,11,31694,2438,471,227,2513,1927,1965,500,36,001,000501
"Census Tract 5.02, Albany County, New York",1400000US36001000502,3756,21.2,2656,474,5,327,8,290,88,1013,952,347,605,1141,0,5,13,267,685,171,180800,0,0,0,1886,502,15627,6,48611,2800,524,56,3292,2771,1014,540,36,001,000502
"Census Tract 6, Albany County, New York",1400000US36001000600,3810,24.0,1331,1538,0,434,0,581,285,1752,1399,156,1243,3056,0,84,0,153,2513,306,107100,0,0,0,3797,1868,17715,42,22128,2576,283,36,2726,2030,1681,186,36,001,000600
"Census Tract 7, Albany County, New York",1400000US36001000700,3713,31.5,542,2921,0,21,0,545,19,2008,1451,551,900,2245,0,5,43,629,1357,211,92100,0,0,0,3694,1332,20044,44,29280,2688,336,76,2363,1918,2025,260,36,001,000700
